Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
13,127,34 (2),May 6,ATL,,BAL,W5-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.220,.304,.341,.646,8,1.23,-0.078,1.51,-0.06%,-0.50,2.00,3.00,CF
14,128,35,May 7,ATL,,BAL,W3-2,CG(12),5,4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,.222,.314,.356,.669,7,2.22,0.296,2.52,0.20%,0.97,14.00,18.50,CF
15,129,36,May 9,ATL,,BOS,W9-3,CG,4,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,.208,.309,.333,.642,8,.22,-0.016,.25,-0.01%,-0.10,2.00,3.00,CF
16,130,37,May 10,ATL,,BOS,L2-5,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.216,.310,.333,.644,8,1.64,-0.006,1.87,0.00%,0.23,8.00,9.00,CF
17,131,38,May 12,ATL,@,TOR,L0-3,CG,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.208,.311,.321,.632,8,1.47,-0.015,1.71,-0.01%,-0.06,2.00,3.00,CF
18,132,39,May 13,ATL,@,TOR,L2-5,CG,4,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.214,.323,.321,.645,8,1.07,-0.034,1.29,-0.02%,-0.13,5.00,6.00,CF
19,133,40,May 14,ATL,@,TOR,L5-6,CG,4,4,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,.217,.319,.317,.636,8,1.44,-0.032,1.78,-0.02%,-0.30,5.00,6.50,CF
20,134,41,May 15,ATL,@,TEX,W12-0,CG,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.219,.315,.328,.643,8,.20,-0.020,.26,-0.02%,-0.16,7.00,9.20,CF
21,135,42,May 16,ATL,@,TEX,L4-7,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.206,.299,.309,.608,7,1.04,-0.094,1.24,-0.07%,-1.00,0.00,0.00,CF
22,136,43,May 17,ATL,@,TEX,W6-5,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.194,.284,.292,.576,9,1.35,-0.142,1.72,-0.11%,-1.10,0.00,0.00,CF
23,137,44,May 19,ATL,,SEA,W6-2,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.184,.271,.276,.547,9,.75,-0.096,.89,-0.07%,-1.60,0.00,0.00,CF
24,138,45,May 20,ATL,,SEA,L3-7,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.177,.261,.266,.527,9,.53,-0.042,.62,-0.03%,-0.70,0.00,0.00,CF
25,139,46,May 21,ATL,,SEA,W3-2,CG,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.171,.253,.256,.509,9,.54,-0.045,.68,-0.03%,-0.54,0.00,0.00,CF
26,140,47,May 22,ATL,,LAD,L6-8,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.163,.242,.244,.486,9,1.10,-0.137,1.44,-0.11%,-1.40,0.00,0.00,CF
27,141,49 (1),May 24,ATL,,LAD,W4-3,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.169,.245,.247,.492,9,1.03,0.031,1.42,0.03%,-0.04,3.00,3.00,CF
28,142,50,May 25,ATL,,PHI,W8-5,GS-8,3,2,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,.165,.238,.242,.479,9,1.07,-0.011,1.53,-0.01%,-0.28,2.00,3.50,CF
29,143,51,May 26,ATL,,PHI,L4-6,CG,4,3,1,2,0,0,1,2,1,0,1,0,0,0,0,0,0,0,.181,.257,.287,.544,9,1.33,0.282,1.81,0.23%,1.87,21.00,28.20,CF
30,144,52,May 27,ATL,,PHI,L1-2,CG,3,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.177,.259,.281,.541,9,.94,-0.048,1.29,-0.04%,-0.24,2.00,3.00,CF
31,145,53,May 28,ATL,,PHI,W11-4,CG,5,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,.180,.265,.280,.545,9,.22,-0.031,.33,-0.03%,-1.05,16.00,21.60,CF
32,146,54,May 29,ATL,@,OAK,L2-7,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.175,.259,.272,.530,9,.64,-0.051,.79,-0.04%,-0.50,0.00,0.00,CF
33,147,55,May 30,ATL,@,OAK,L1-2,CG,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.179,.261,.274,.534,9,1.03,-0.041,1.32,-0.03%,-0.19,3.00,3.00,CF
34,148,56,May 31,ATL,@,OAK,W4-2,CG,4,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.174,.260,.266,.526,9,1.04,-0.008,1.36,-0.01%,-0.30,2.00,3.00,CF
35,149,57,Jun 2,ATL,@,ARI,L2-3,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.170,.254,.259,.513,9,1.04,-0.085,1.43,-0.07%,-0.59,0.00,0.00,CF
36,150,58,Jun 3,ATL,@,ARI,W5-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,.172,.254,.259,.512,9,.93,-0.116,1.31,-0.10%,-1.72,3.00,3.00,CF
37,151,59,Jun 4,ATL,@,ARI,W8-5,CG,4,3,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,.168,.254,.252,.506,9,1.57,0.024,2.18,0.02%,-0.33,4.00,6.20,CF
38,152,60,Jun 6,ATL,,NYM,W6-4,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.163,.246,.244,.490,9,1.03,-0.108,1.51,-0.09%,-1.43,0.00,0.00,CF
39,153,61,Jun 7,ATL,,NYM,W7-5,CG,4,4,2,3,1,0,1,3,0,0,1,0,0,0,0,0,0,0,.181,.261,.291,.552,9,2.47,0.452,3.36,0.37%,2.35,28.00,37.90,CF
40,154,62,Jun 8,ATL,,NYM,W13-10,CG(10),5,4,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,.191,.272,.305,.577,9,1.39,0.023,1.89,0.02%,0.42,10.00,12.00,CF
41,155,63,Jun 9,ATL,,WSN,W3-2,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.193,.272,.304,.575,9,1.02,-0.033,1.28,-0.03%,-0.22,3.00,3.00,CF
42,156,64,Jun 10,ATL,,WSN,W6-4,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.188,.266,.297,.563,9,.69,-0.055,.81,-0.04%,-0.97,0.00,0.00,CF
43,157,65,Jun 11,ATL,,WSN,L2-6,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.190,.266,.296,.562,9,.91,-0.073,1.05,-0.05%,-0.97,3.00,3.00,CF
44,158,66,Jun 12,ATL,@,DET,L5-6,CG(10),4,4,2,3,0,0,1,1,0,0,0,0,0,0,1,0,1,0,.205,.278,.329,.607,9,.94,0.204,1.08,0.14%,2.99,27.00,33.90,CF
45,159,67,Jun 14 (1),ATL,@,DET,W10-7,CG,4,4,3,4,1,0,1,4,0,0,0,0,0,0,0,0,1,0,.227,.295,.373,.669,9,.67,0.259,.83,0.19%,3.54,40.00,53.60,CF
46,160,68,Jun 14 (2),ATL,@,DET,W6-5,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.221,.288,.364,.652,9,.57,-0.060,.67,-0.04%,-0.93,0.00,0.00,CF
47,161,69,Jun 15,ATL,,COL,W8-3,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.222,.287,.361,.648,9,.62,-0.013,.73,-0.01%,-0.21,3.00,3.00,CF
48,162,70,Jun 16,ATL,,COL,W8-1,CG,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.224,.288,.360,.648,9,.27,-0.024,.31,-0.02%,0.14,3.00,3.00,CF
49,163,71,Jun 17,ATL,,COL,W10-2,CG,4,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.226,.287,.360,.647,9,.10,-0.002,.11,0.00%,-0.94,5.00,6.50,CF
50,164,72,Jun 18,ATL,,COL,W14-6,CG,5,5,3,5,1,0,1,3,0,0,0,0,0,0,0,0,0,0,.249,.306,.402,.709,9,.54,0.187,.57,0.12%,3.42,36.00,47.10,CF
51,165,73,Jun 20,ATL,@,PHI,W4-2,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.249,.305,.399,.704,9,1.03,-0.102,1.23,-0.07%,-1.15,3.00,3.00,CF
52,166,74,Jun 22,ATL,@,PHI,W5-1,CG(10),4,4,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,.254,.309,.407,.716,9,2.18,0.282,2.42,0.19%,1.09,17.00,21.70,CF
53,167,75,Jun 23,ATL,@,CIN,L10-11,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,.254,.308,.403,.711,9,.84,-0.081,.83,-0.05%,-1.07,3.00,3.00,CF
54,168,76,Jun 24,ATL,@,CIN,W7-6,CG,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.250,.307,.397,.704,9,.76,-0.024,.81,-0.02%,-0.36,2.00,3.00,CF
55,169,77,Jun 25,ATL,@,CIN,W7-6,CG,5,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.249,.304,.402,.706,9,.93,0.005,.88,0.00%,-0.31,10.00,12.20,CF
56,170,78,Jun 26,ATL,,MIN,W4-1,CG,3,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.260,.314,.417,.731,9,.50,0.054,.40,0.03%,0.49,13.00,15.20,CF
57,171,79,Jun 27,ATL,,MIN,W6-2,CG,4,4,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,.260,.313,.429,.742,9,.26,0.042,.20,0.02%,0.05,14.00,18.70,CF
58,172,80,Jun 28,ATL,,MIN,W3-0,CG,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.266,.318,.432,.750,9,.67,0.064,.50,0.03%,0.85,13.00,15.20,CF
59,173,81,Jun 30,ATL,,MIA,W16-4,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.266,.317,.429,.745,9,.13,-0.014,.14,-0.01%,-0.69,5.00,6.20,CF
60,174,82,Jul 1,ATL,,MIA,W7-0,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.262,.313,.422,.735,9,.14,-0.011,.14,-0.01%,-0.85,0.00,0.00,CF
61,175,83,Jul 2,ATL,,MIA,W6-3,CG,3,3,1,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,.263,.313,.421,.734,9,1.21,0.112,.99,0.06%,0.64,10.00,12.20,CF
62,176,84,Jul 3,ATL,@,CLE,W4-2,CG,3,3,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,.269,.317,.453,.770,9,.44,0.175,.23,0.05%,1.71,28.00,37.40,CF
63,177,85,Jul 4,ATL,@,CLE,L5-6,CG(10),4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.264,.312,.444,.756,9,1.43,-0.237,.65,-0.07%,-1.35,0.00,0.00,CF
64,178,86,Jul 5,ATL,@,CLE,W8-1,CG,5,5,0,1,0,0,0,1,0,0,2,0,0,0,0,0,1,0,.262,.310,.439,.749,9,.16,-0.013,.08,0.00%,-0.48,10.00,12.50,CF
65,179,87,Jul 7,ATL,@,TBR,W2-1,CG,3,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.259,.306,.433,.739,9,1.10,-0.061,.55,-0.02%,-0.59,0.00,0.00,CF
66,180,88,Jul 8,ATL,@,TBR,W6-1,CG,4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.254,.301,.425,.726,9,.54,-0.013,.24,0.00%,0.46,2.00,3.20,CF
67,181,89,Jul 9,ATL,@,TBR,L4-10,CG,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.255,.301,.424,.725,9,.29,0.003,.11,0.00%,0.65,5.00,6.50,CF
68,182,90,Jul 14,ATL,,CHW,W9-0,CG,4,2,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,.262,.312,.433,.746,9,.34,0.036,.15,0.01%,2.03,16.00,21.70,CF
69,183,91,Jul 15,ATL,,CHW,L5-6,CG,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.258,.311,.428,.739,9,2.43,-0.207,.80,-0.04%,-1.06,4.00,6.20,CF
70,184,92,Jul 16,ATL,,CHW,L1-8,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,.263,.314,.429,.743,7,.19,0.001,.08,0.00%,-0.20,11.00,12.00,CF
71,185,93,Jul 18,ATL,,ARI,L13-16,CG,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.262,.313,.426,.739,7,.93,-0.055,.43,-0.02%,-0.63,5.00,6.50,CF
72,186,94,Jul 19,ATL,,ARI,L3-5,CG,3,3,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,.263,.313,.433,.747,9,.62,0.038,.33,0.01%,0.39,8.00,9.00,CF
73,187,95,Jul 20,ATL,,ARI,W7-5,CG,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,.268,.317,.444,.761,9,.90,0.045,.51,0.02%,0.13,12.00,15.20,CF
74,188,96,Jul 21,ATL,@,MIL,W6-4,CG,4,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.268,.316,.441,.757,9,.39,-0.010,.20,0.00%,-0.42,3.00,3.00,CF
75,189,97,Jul 22,ATL,@,MIL,L3-4,CG,4,2,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,.270,.323,.441,.764,9,1.81,0.080,.84,0.02%,0.42,7.00,9.00,CF
76,190,98,Jul 23,ATL,@,MIL,W4-2,CG,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.270,.323,.444,.767,9,1.55,-0.056,.76,-0.02%,-0.06,7.00,9.20,CF
77,191,99,Jul 25,ATL,@,BOS,L1-7,CG,4,4,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1,0,.274,.325,.445,.770,9,.75,-0.069,.24,-0.01%,0.09,11.00,12.00,CF
78,192,100,Jul 26,ATL,@,BOS,L3-5,CG,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.274,.325,.447,.773,9,.81,0.061,.34,0.02%,0.34,7.00,9.20,CF
79,193,101,Jul 28,ATL,,MIL,W10-7,CG,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.274,.324,.444,.769,9,.56,-0.015,.31,-0.01%,-0.51,3.00,3.00,CF
80,194,102,Jul 29,ATL,,MIL,W11-5,CG,4,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.275,.324,.443,.768,9,.11,-0.005,.05,0.00%,0.10,3.00,3.00,CF
81,195,103,Jul 30,ATL,,MIL,W8-6,CG,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.275,.324,.442,.766,9,1.55,-0.144,.56,-0.03%,-1.60,3.00,3.00,CF
82,196,104,Jul 31,ATL,,LAA,L1-4,CG,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.272,.321,.437,.758,9,1.24,-0.098,.35,-0.02%,-0.64,0.00,0.00,CF
83,197,105,Aug 1,ATL,,LAA,W5-1,CG,3,3,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,.277,.325,.461,.786,9,.49,0.165,.17,0.03%,1.88,28.00,37.40,CF
84,198,106,Aug 2,ATL,,LAA,W12-5,CG,4,4,3,3,1,0,0,2,0,0,0,0,0,0,0,0,0,0,.283,.330,.469,.799,9,.61,0.144,.17,0.03%,2.29,21.00,28.60,CF
85,199,107,Aug 4,ATL,@,CHC,W8-0,CG,4,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.283,.329,.466,.795,9,.23,0.016,.06,0.00%,0.19,7.00,9.70,CF
86,200,108,Aug 5,ATL,@,CHC,L6-8,CG,4,2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,.281,.328,.462,.790,9,1.23,-0.098,.20,-0.01%,-0.91,4.00,6.50,CF
87,201,109,Aug 6,ATL,@,CHC,L4-6,CG,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.280,.327,.459,.787,9,1.47,0.005,.28,0.00%,-0.02,3.00,3.00,CF
88,202,110,Aug 7,ATL,@,PIT,L6-7,CG,4,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,.283,.329,.463,.793,9,1.38,0.029,.34,0.00%,0.21,10.00,12.20,CF
89,203,111,Aug 8,ATL,@,PIT,W8-6,CG,5,4,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.286,.333,.464,.797,9,1.33,-0.032,.41,-0.01%,-0.07,10.00,12.20,CF
90,204,112,Aug 9,ATL,@,PIT,W6-5,CG,5,4,2,3,1,0,0,1,1,0,0,0,0,0,0,0,1,0,.292,.340,.471,.811,9,1.01,0.220,.23,0.03%,1.62,24.00,30.90,CF
91,205,113,Aug 10,ATL,@,PIT,L5-7,CG,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.292,.339,.468,.807,9,.90,-0.010,.20,0.00%,0.04,10.00,12.20,CF
92,206,114,Aug 11,ATL,@,NYM,W7-0,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.291,.338,.465,.803,9,.42,0.012,.11,0.00%,0.03,5.00,6.20,CF
93,207,115,Aug 12 (1),ATL,@,NYM,W21-3,GS-8,4,3,2,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,.295,.343,.467,.810,8,.59,-0.006,.14,0.00%,0.67,17.00,21.40,CF
94,208,116,Aug 12 (2),ATL,@,NYM,W6-0,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.291,.339,.461,.800,9,.69,-0.077,.17,-0.01%,-0.94,0.00,0.00,CF
95,209,117,Aug 13,ATL,@,NYM,L6-7,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.287,.335,.456,.791,9,.91,-0.091,.14,-0.01%,-0.65,0.00,0.00,CF
96,210,118,Aug 14,ATL,,NYY,W11-3,CG,5,3,0,1,0,0,0,1,2,0,1,0,0,0,0,0,0,0,.288,.339,.455,.793,2,.52,0.072,.09,0.01%,0.89,9.00,12.50,CF
97,211,119,Aug 15,ATL,,NYY,W5-0,CG,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.287,.337,.451,.788,2,.28,-0.049,.04,0.00%,-0.71,3.00,3.00,CF
98,212,120,Aug 16,ATL,,NYY,W2-0,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.283,.333,.445,.779,2,.51,-0.052,.07,0.00%,-0.79,0.00,0.00,CF
99,213,121,Aug 18,ATL,,SFG,W4-0,CG,5,5,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,.291,.340,.459,.799,2,.51,0.155,.05,0.01%,2.30,28.00,33.70,CF
100,214,122,Aug 19,ATL,,SFG,W6-5,CG,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.287,.336,.454,.790,2,.88,-0.092,.08,-0.01%,-0.73,0.00,0.00,CF
101,215,124 (1),Aug 21,ATL,,NYM,L4-10,CG,5,5,0,1,1,0,0,2,0,0,1,0,0,0,0,0,0,0,.286,.334,.453,.787,2,.99,0.128,.08,0.01%,0.60,9.00,13.00,CF
102,216,125,Aug 22,ATL,,NYM,W3-2,CG,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,.282,.330,.447,.777,2,1.07,-0.152,.12,-0.01%,-2.07,0.00,0.00,CF
103,217,126,Aug 23,ATL,,NYM,W7-0,CG,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.282,.329,.445,.774,7,.86,-0.066,.07,0.00%,-0.85,5.00,6.20,CF
